Severity,Date,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,City,County,State,Zipcode,Timezone,Weather_Timestamp,Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Temperature(F)
2,2020-12-31,14:07:30,23:36:39,25.626145,-80.41645,0.123,Slow traffic from SW 139th Ave to SW 154th St due to accident.,Miami,Miami-Dade,FL,33177-1162,US/Eastern,14:07:00,,30.06,10.0,SE,12.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,74.0
2,2020-12-31,14:30:30,23:00:23,25.627579,-80.414624,0.108,Slow traffic from Country Walk Dr to SW 134th Pl due to accident.,Miami,Miami-Dade,FL,33186,US/Eastern,14:33:00,,30.06,10.0,SSE,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,74.0
2,2020-12-31,13:50:00,22:12:37,25.685995,-80.416675,0.081,Slow traffic on FL-825 - FL-94 from SW 86th St to SW 134th Ct due to accident.,Miami,Miami-Dade,FL,33183,US/Eastern,13:53:00,,30.06,10.0,ESE,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,74.0
2,2021-01-01,01:09:00,02:47:47,34.503202,-117.338876,0.25,Incident on BONANZA RD near CAHUENGA RD Drive with caution.,Victorville,San Bernardino,CA,92392,US/Pacific,06:00:00,,27.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,41.4
2,2021-01-03,00:01:34,02:32:32,38.108707,-77.51776,1.423,Incident on I-95 NB near I-95 Drive with caution.,Woodford,Spotsylvania,VA,22580,US/Eastern,00:15:00,,29.97,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,39.8
2,2021-01-04,00:48:30,03:25:30,34.594327,-117.256726,3.863,Stationary traffic on I-15 N - Barstow Fwy N from Stoddard Wells Rd (North) (I-15) to Boulder Rd (I-15) due to accident.,Victorville,San Bernardino,CA,92392,US/Pacific,06:45:00,,27.18,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,47.5
2,2021-01-06,07:57:19,09:12:58,41.193581,-88.836151,0.0,Accident on IL-23 17th Rd near CR-5 18th Rd.,Streator,LaSalle,IL,61364,US/Central,07:55:00,,29.64,3.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.9
2,2021-01-08,08:56:00,11:02:56,34.358585,-117.436224,0.208,1039 SBCC,Hesperia,San Bernardino,CA,92344,US/Pacific,08:45:00,,27.22,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,46.8
2,2021-01-15,01:34:00,06:26:45,34.414862,-117.137693,0.058,B12-040 1185 97,Apple Valley,San Bernardino,CA,92308,US/Pacific,05:45:00,,27.34,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,52.8
2,2021-01-16,19:11:00,22:49:20,34.598385,-117.613795,0.254,GMC EMBLEM and DEBRIS IN RP'S YARD,Adelanto,San Bernardino,CA,92301-9380,US/Pacific,18:45:00,,27.15,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,56.1
2,2021-01-22,05:51:07,06:36:17,34.364265,-117.431694,0.0,Right hand shoulder blocked due to accident on I-15 Southbound at Exit 138 Oak Hill Rd.,Hesperia,San Bernardino,CA,92344,US/Pacific,06:00:00,,26.96,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,45.6
2,2021-01-23,14:04:00,18:53:47,33.866485,-117.713564,0.344,OCC'D WB JWO GREEN RIVER. [Rotation Request Comment] 1039 BITETTOS W/ FB 714-632-3393 [Shared],Anaheim,Orange,CA,92808,US/Pacific,13:56:00,,29.31,10.0,E,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,44.5
2,2021-01-23,21:51:00,23:57:23,33.804212,-117.506128,1.914,I15 S SO WEIRICK RD. RP HEARD TC FROM HIS R -- NFI,Corona,Riverside,CA,92883,US/Pacific,21:56:00,,29.32,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,44.5
2,2021-01-24,09:39:00,10:57:14,34.383113,-117.3924,0.12,Incident on RANCHERO RD near AMESTOY RD Expect delays.,Oak Hills,San Bernardino,CA,92344-7816,US/Pacific,09:45:00,,26.9,10.0,WSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,38.5
2,2021-01-24,18:09:00,20:48:05,34.598351,-117.57825,0.25,GLD TOYT SNA MINI VAN ON RS,Adelanto,San Bernardino,CA,92301,US/Pacific,17:45:00,,26.81,10.0,SSE,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,38.5
2,2021-01-25,13:23:00,14:43:08,33.72103,-117.648022,0.258,Incident on SANTIAGO CANYON RD near HOUSE 16192 Drive with caution.,Silverado,Orange,CA,92676,US/Pacific,12:56:00,,29.13,10.0,WNW,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,47.8
2,2021-01-25,02:37:30,03:34:30,33.858971999999994,-117.536106,0.258,Slow traffic on Corona Fwy N - I-15 N from Elsinore Valley to Magnolia Ave due to accident.,Corona,Riverside,CA,92881,US/Pacific,02:56:00,,29.19,10.0,S,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,39.7
2,2021-01-25,13:52:00,16:37:17,34.594327,-117.256726,3.863,SOUNDED LIKE NEG INJ / UNABLE TO CONFIRM / OCCUPS WERE TALKING TO EACH OTHER NOT RESPONDING TO DISPATCH AS WELL,Victorville,San Bernardino,CA,92392,US/Pacific,13:45:00,,26.64,10.0,WSW,35.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.8
3,2021-01-26,05:17:33,06:32:08,33.616055,-83.921021,0.0,Left lane blocked due to accident on I-20 Eastbound after Exit 88 Almon Rd.,Covington,Newton,GA,30014,US/Eastern,05:07:00,,28.69,10.0,SW,13.0,0.06,T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,60.7
2,2021-01-26,08:35:00,12:25:39,38.256795,-77.281275,0.016,On VA-3 in the County of King George in the vicinity of Burnley Ln; Dissington Ln; Farley Vale Dr; Lagrange Ln; Rt. 605N/S (King George County) motorists can expect delays due to a vehicle crash. All East lanes are closed.,King George,King George,VA,22485,US/Eastern,08:35:00,,29.86,2.0,CALM,0.0,0.0,Drizzle,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,32.3
2,2021-01-27,23:11:00,01:34:49,34.49163,-117.27446100000002,0.055,OUT W/ POSS RELATED TC LYNWOOD / RAIN SHADOW WILL ADV,Victorville,San Bernardino,CA,92395,US/Pacific,19:47:00,,27.04,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,37.2
2,2021-01-28,00:25:00,03:28:03,30.409508,-97.64872,0.005,Incident on E HOWARD LN near HARRIS RIDGE BLVD Drive with caution.,Austin,Travis,TX,78753,US/Central,00:51:00,,29.79,10.0,VAR,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,43.2
2,2021-01-31,20:15:00,23:50:05,27.296367,-81.273067,0.07,Incident on CR-621 near CALADIUM DR Drive with caution.,Lake Placid,Highlands,FL,33852,US/Eastern,20:15:00,,29.95,10.0,SSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,65.9
2,2021-02-01,19:00:37,20:19:24,38.270881,-77.513921,0.4920000000000001,Incident on I-95 NB near I-95 Drive with caution.,Fredericksburg,Spotsylvania,VA,22408,US/Eastern,18:55:00,,29.64,2.0,NNW,10.0,0.01,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,29.0
3,2021-02-01,10:37:36,11:21:47,34.0443,-84.030243,0.0,Right lane blocked due to accident on I-85 Southbound at I-985.,Buford,Gwinnett,GA,30519,US/Eastern,10:56:00,,28.75,10.0,WNW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,36.5
2,2021-02-04,04:38:00,06:55:49,34.473735,-117.125319,0.056,SOLO VEH TC,Apple Valley,San Bernardino,CA,92308,US/Pacific,05:45:00,,27.13,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,40.6
2,2021-02-05,20:52:00,23:21:00,38.684202,-121.952115,2.19,Accident on CA-16 (I-505) from Road 19 (I-505) to I-505 N.,Woodland,Yolo,CA,95695,US/Pacific,20:55:00,,30.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48.3
2,2021-02-06,17:17:00,18:56:44,38.793615,-121.821588,0.992,Incident on COUNTY ROAD 13 near CR-96 Drive with caution.,Woodland,Yolo,CA,95695-9125,US/Pacific,17:15:00,,29.97,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,51.4
2,2021-02-07,05:58:00,08:19:38,38.676069,-121.858052,0.13,Incident on COUNTY ROAD 95 near HOUSE 18045 Drive with caution.,Woodland,Yolo,CA,95695-9351,US/Pacific,05:55:00,,29.96,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,51.9
2,2021-02-08,03:19:00,05:20:16,34.353028,-117.376516,0.175,Incident on SUMMIT VALLEY RD near HOUSE 5402 Expect delays.,Hesperia,San Bernardino,CA,92345,US/Pacific,05:45:00,,26.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,49.9
2,2021-02-10,18:01:00,21:04:20,34.598351,-117.57825,0.25,Incident on SHEEP CREEK RD near EL MIRAGE RD Right shoulder closed.,Adelanto,San Bernardino,CA,92301,US/Pacific,17:46:00,,26.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,47.8
3,2021-02-12,18:55:53,20:13:50,38.526237,-121.762352,0.0,#1 lane blocked due to accident on I-80 Eastbound after CA-113.,Dixon,Solano,CA,95620,US/Pacific,18:55:00,,29.92,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,50.6
2,2021-02-16,19:56:00,21:54:33,34.50651,-117.446772,0.24,Incident on CA-18 WB near BALDY MESA RD Drive with caution.,Victorville,San Bernardino,CA,92392,US/Pacific,17:45:00,,26.95,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,44.7
2,2021-02-17,04:38:00,08:11:56,34.379641,-117.417813,0.12,Accident at exit [140].,Hesperia,San Bernardino,CA,92344,US/Pacific,06:45:00,,27.05,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,41.5
2,2021-02-17,08:07:00,10:28:27,34.537045,-117.311694,0.357,Accident on CA-18/D St (I-15) from Mojave Dr (I-15) to CA-18 W - Barstow Fwy S - I-15 S.,Victorville,San Bernardino,CA,92394,US/Pacific,07:50:00,,27.04,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,41.5
2,2021-02-18,17:28:00,19:42:14,38.510415,-121.780149,0.335,Accident on Kidwell Rd (I-80) from CA-113 (I-80) to CA-113 N - I-80 E.,Dixon,Solano,CA,95620,US/Pacific,17:35:00,,30.24,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,46.6
2,2021-02-19,11:47:00,14:24:16,34.48405623419531,-117.33631253186545,0.8859999999999999,Accident on CA-18/Palmdale Rd (I-15) from Bear Valley Rd (I-15) to Barstow Fwy S - I-15 S.,Victorville,San Bernardino,CA,92392,US/Pacific,11:45:00,,27.22,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,49.8
4,2021-02-22,21:18:30,02:53:08,38.160465,-77.73865500000002,0.145,On Rt. 606 in the County of Spotsylvania in the vicinity of Lanes Corner Rd; Rt. 659N/S (Spotsylvania County) motorists can expect delays due to icy conditions. All West lanes are closed. All East lanes are closed.,Spotsylvania,Spotsylvania,VA,22551-5016,US/Eastern,21:15:00,,29.78,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31.7
2,2021-02-23,13:39:00,15:49:31,34.36226248724765,-117.43315100613864,1.486,Accident on Oak Hill Rd (I-15) from US-395 (I-15) to I-15 N - Barstow Fwy N.,Hesperia,San Bernardino,CA,92344,US/Pacific,13:45:00,,27.05,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,56.0
2,2021-02-23,16:40:32,17:57:11,38.19125533085732,-75.6953394409385,0.503,Incident on US-13 SB near MD-675 Road closed. Take alternate route.,Princess Anne,Somerset,MD,21853,US/Eastern,16:54:00,,29.7,10.0,W,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,41.1
2,2021-02-26,15:59:00,17:16:37,34.528563,-117.409733,0.032,Incident on MOJAVE ST near CHRISTOPHER ST Drive with caution.,Adelanto,San Bernardino,CA,92301-9396,US/Pacific,15:45:00,,26.93,10.0,W,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,48.6
2,2021-02-26,00:15:00,02:17:33,34.75045323355317,-117.16915726605812,3.594,Incident on I-15 SB near HOUSE 5750 Drive with caution.,Helendale,San Bernardino,CA,92342,US/Pacific,05:45:00,,27.1,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,50.7
2,2021-02-27,16:18:00,17:35:28,34.505859,-117.322418,0.35,Incident on MARIPOSA RD SB near KINGSWOOD DR Drive with caution.,Victorville,San Bernardino,CA,92395,US/Pacific,16:45:00,,26.95,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,45.6
2,2021-03-07,18:16:00,21:20:13,34.597877000000004,-117.335021,0.068,Incident on 1ST ST near OLIVE ST Drive with caution.,Oro Grande,San Bernardino,CA,92368,US/Pacific,18:45:00,,26.98,10.0,SSW,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,47.3
2,2021-03-10,07:33:00,10:57:53,34.761382,-117.331185,0.16,Incident on TOURNAMENT DR near HOUSE 15055 Drive with caution.,Helendale,San Bernardino,CA,92342,US/Pacific,13:46:00,,26.95,10.0,WSW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,40.4
2,2021-03-18,06:36:53,08:21:53,44.500729,-122.854275,0.055,Incident on US-20 WB near MP 17 Drive with caution.,Lebanon,Linn,OR,97355-3541,US/Pacific,06:56:00,,29.55,10.0,NNW,3.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,45.2
3,2021-03-20,17:52:47,18:22:10,34.470364000000004,-117.34641299999998,0.0,Lane blocked due to accident on I-15 Southbound at Exit 147 Bear Valley Rd.,Victorville,San Bernardino,CA,92392,US/Pacific,17:45:00,,27.06,10.0,WSW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,49.4
2,2021-03-22,14:54:00,17:56:08,34.498289,-117.342654,0.083,Incident on DEL GADO RD near DOS PALMAS RD Drive with caution.,Victorville,San Bernardino,CA,92392-9616,US/Pacific,14:45:00,,26.99,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48.7
2,2021-03-26,04:39:00,18:56:56,40.055162,-74.984954,5.434,Stationary traffic on The Officers O'Hanlon and Lorenzo Memorial Hwy - I-95 S from PA-63/Woodhaven Rd/Exit 35 (I-95) to Bridge St/Exit 27 (I-95) due to accident.,Philadelphia,Philadelphia,PA,19114,US/Eastern,04:54:00,,29.69,10.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,61.0
2,2021-03-26,23:09:00,00:28:39,34.528564,-117.318268,0.016,Incident on VILLAGE DR near MOJAVE DR Drive with caution.,Victorville,San Bernardino,CA,92394-1905,US/Pacific,18:45:00,,27.04,10.0,N,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,48.2
2,2021-03-27,20:14:00,22:17:21,34.479292,-117.133576,0.015,Incident on CA-18 near NARRAGANSETT RD Drive with caution.,Apple Valley,San Bernardino,CA,92308,US/Pacific,18:45:00,,27.23,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,51.8
2,2021-03-29,10:10:30,14:43:00,34.43796,-117.371723,2.316,Slow traffic on Barstow Fwy S - I-15 S from Bear Valley Rd (I-15) to Joshua St (I-15) due to accident.,Hesperia,San Bernardino,CA,92345,US/Pacific,09:45:00,,27.01,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,61.0
2,2021-03-29,05:16:30,17:24:30,44.565517,-123.256674,1.118,Stationary traffic on OR-34 from US-20/2nd St (NW Van Buren Ave/NW Harrison Blvd/OR-34) to Riverside Dr (Corvallis-Lebanon Hwy/OR-34) due to accident.,Corvallis,Linn,OR,97333,US/Pacific,04:56:00,,30.12,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,39.5
2,2021-04-02,05:33:00,06:52:26,36.356715,-120.179189,1.013,Incident on S YUBA AVE near W JEFFREY AVE Expect delays.,Huron,Fresno,CA,93234,US/Pacific,05:56:00,,29.68,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,68.6
2,2021-04-04,09:25:00,00:02:30,34.430138,-117.37783799999998,10.103,Stationary traffic on Barstow Fwy S - I-15 S from Bear Valley Rd (I-15) to Cleghorn Rd (I-15) due to accident.,Hesperia,San Bernardino,CA,92345,US/Pacific,09:45:00,,27.11,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,63.6
2,2021-04-04,16:40:00,19:25:56,36.230122,-120.566738,0.446,Incident on LOS GATOS RD near HOUSE 45244 Expect delays.,Coalinga,Fresno,CA,93210-9414,US/Pacific,16:56:00,,29.79,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,56.0
2,2021-04-13,14:27:39,16:26:26,37.076591,-81.907822,0.0,Lane blocked due to accident on VA-67 Swords Creek Rd Eastbound at Pine Creek Rd.,Swords Creek,Russell,VA,24649-7850,US/Eastern,14:35:00,,27.36,10.0,WSW,9.0,0.0,Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,53.7
2,2021-04-15,05:48:42,06:18:07,34.39233,-117.407539,0.0,Left hand shoulder blocked due to accident on I-15 Northbound near Exit 141 US-395.,Hesperia,San Bernardino,CA,92344,US/Pacific,05:45:00,,26.97,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,53.0
2,2021-04-21,12:20:00,12:51:27,34.490511,-117.378552,0.129,Incident on CLAREMONT AVE near HOUSE 13116 Drive with caution.,Victorville,San Bernardino,CA,92392-7224,US/Pacific,12:45:00,,26.83,10.0,WSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,52.7
2,2021-04-22,10:30:00,14:45:00,29.967881,-90.021473,0.513,Construction on LA-39 NB near TENNESSEE ST Road closed. Take alternate route.,New Orleans,Orleans,LA,70117-4107,US/Central,10:53:00,,30.24,10.0,E,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,60.4
2,2021-04-26,11:28:30,21:18:00,37.094319,-81.823921,0.376,Stationary traffic on VA-67 - US-460 W from US-460 Bus/VA-67/Front St (US-460) to VA-67 (Front St/US-460) due to accident.,Richlands,Tazewell,VA,24641,US/Eastern,11:35:00,,27.41,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,55.7
3,2021-05-03,09:32:31,11:46:57,30.24773,-92.740501,0.0,One lane blocked due to accident on I-10 Eastbound at Exit 59 LA-395.,Roanoke,Jefferson Davis,LA,70581,US/Central,09:35:00,,29.72,10.0,SSE,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,78.2
3,2021-05-03,17:34:15,18:34:06,34.426636,-117.380318,0.0,Lane blocked due to accident on I-15 Northbound at Exit 143 Main St.,Hesperia,San Bernardino,CA,92345,US/Pacific,17:45:00,,26.9,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,65.0
3,2021-05-03,05:46:29,14:34:03,30.242846000000004,-92.631821,10.5,Left lane blocked and left hand shoulder blocked due to accident overturned Semi-trailer involved on I-10 Eastbound between LA-395 and LA-97.,Jennings,Jefferson Davis,LA,70546,US/Central,05:55:00,,29.64,7.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,78.2
3,2021-05-04,10:26:06,11:11:27,34.708168,-86.666771,0.0,Lane blocked due to accident on I-565 Eastbound at AL-255 Research Park Blvd.,Huntsville,Madison,AL,35808,US/Central,10:18:00,,29.18,7.0,E,5.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,71.0
3,2021-05-13,01:51:34,02:37:02,34.397968,-117.402939,0.0,Slow lane blocked due to accident on I-15 Southbound at US-395.,Hesperia,San Bernardino,CA,92344,US/Pacific,05:45:00,,27.05,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,72.7
